"medianM" "LCLM" "UCLM" "medianH" "LCLH" "UCLH" "medianL" "LCLL" "UCLL" "Simulation" "Chemical" "Times" "variables"
"Srxn1_2.8" 1.92608 1.88722925 1.95833025 2.48236 2.428618 2.53745025 1.26683 1.24887925 1.28529025 "Sim2" "Cddo" 7 "Srxn1"
"Srxn1_2.9" 2.275055 2.23159875 2.313571 2.89351 2.83448875 2.95542075 1.52897 1.50960925 1.54936125 "Sim2" "Cddo" 8 "Srxn1"
"Srxn1_2.10" 2.587205 2.54274 2.62732025 3.26016 3.20019875 3.32374175 1.751195 1.7305295 1.77313025 "Sim2" "Cddo" 9 "Srxn1"
"Srxn1_2.11" 2.92725 2.88255925 2.968092 3.67743 3.617189 3.74117125 2.01116 1.98902825 2.0348105 "Sim2" "Cddo" 10 "Srxn1"
"Srxn1_2.12" 3.26218 3.21739925 3.30338 4.085205 4.02533975 4.1487305 2.27048 2.24698975 2.295881 "Sim2" "Cddo" 11 "Srxn1"
"Srxn1_2.13" 3.62499 3.58014975 3.66618075 4.53549 4.4758495 4.59869175 2.5519 2.52696975 2.578982 "Sim2" "Cddo" 12 "Srxn1"
"Srxn1_2.14" 3.99898 3.95416725 4.0403535 5.02164 4.96245925 5.08479175 2.8207 2.79457975 2.8491705 "Sim2" "Cddo" 13 "Srxn1"
"Srxn1_2.15" 4.39531 4.3503095 4.43703 5.505275 5.44667825 5.56767075 3.13592 3.10832925 3.16579 "Sim2" "Cddo" 14 "Srxn1"
"Srxn1_2.16" 4.796905 4.75203925 4.8388505 5.99708 5.93907 6.0589 3.45353 3.424349 3.4846705 "Sim2" "Cddo" 15 "Srxn1"
"Srxn1_2.17" 5.190245 5.1453395 5.232461 6.46361 6.4064095 6.524684 3.78234 3.7519695 3.81486075 "Sim2" "Cddo" 16 "Srxn1"
"Srxn1_2.18" 5.578895 5.53441925 5.6215825 6.958205 6.9010765 7.01850125 4.070525 4.03892 4.10405 "Sim2" "Cddo" 17 "Srxn1"
"Srxn1_2.19" 5.98303 5.93852775 6.025982 7.46332 7.40676925 7.52277025 4.40188 4.369189 4.43663125 "Sim2" "Cddo" 18 "Srxn1"
"Srxn1_2.20" 6.412485 6.36854 6.45532025 7.96883 7.9128695 8.02746475 4.793375 4.75916975 4.8297405 "Sim2" "Cddo" 19 "Srxn1"
"Srxn1_2.21" 6.81165 6.7678895 6.85451 8.413655 8.3585095 8.4711505 5.13801 5.10331875 5.17574025 "Sim2" "Cddo" 20 "Srxn1"
"Srxn1_2.22" 7.19043 7.14679 7.23302125 8.83317 8.77893975 8.889632 5.492465 5.456959 5.53141325 "Sim2" "Cddo" 21 "Srxn1"
"Srxn1_2.23" 7.55901 7.51532975 7.6016615 9.279945 9.22656975 9.335544 5.802465 5.7660365 5.84210075 "Sim2" "Cddo" 22 "Srxn1"
"Srxn1_2.24" 7.936825 7.893299 7.97966275 9.715925 9.66330975 9.77055175 6.11826 6.08128925 6.1589305 "Sim2" "Cddo" 23 "Srxn1"
"Srxn1_2.25" 8.317945 8.27447925 8.360991 10.2063 10.154 10.2605 6.43418 6.39668975 6.47602125 "Sim2" "Cddo" 24 "Srxn1"
"Srxn1_2.26" 8.67952 8.63640975 8.72261075 10.6606 10.6086975 10.7142025 6.744565 6.7061395 6.78750025 "Sim2" "Cddo" 25 "Srxn1"
"Srxn1_2.27" 9.18362 9.14054 9.227742 11.1978 11.1468 11.251 7.158955 7.11917 7.20351 "Sim2" "Cddo" 26 "Srxn1"
"Srxn1_2.28" 9.5877 9.54427 9.63235 11.6056 11.5554 11.6587 7.56048 7.51937 7.60612025 "Sim2" "Cddo" 27 "Srxn1"
"Srxn1_2.29" 10.0019 9.9583295 10.0474 12.0173 11.9676 12.0701 7.95518 7.91305775 8.00212175 "Sim2" "Cddo" 28 "Srxn1"
"Srxn1_2.30" 10.4312 10.3871 10.4779 12.4701 12.4202975 12.5229025 8.382535 8.33937 8.4311505 "Sim2" "Cddo" 29 "Srxn1"
"Srxn1_2.31" 10.844 10.7995 10.8909025 12.9508 12.9008 13.004 8.771885 8.72805 8.8208015 "Sim2" "Cddo" 30 "Srxn1"
"Srxn1_2.32" 11.2455 11.2007 11.2925 13.3838 13.3335 13.4376 9.16581 9.12169 9.2146715 "Sim2" "Cddo" 31 "Srxn1"
"Srxn1_2.33" 11.6315 11.5873975 11.6781 13.7827 13.7325975 13.8364 9.53793 9.4944785 9.58590025 "Sim2" "Cddo" 32 "Srxn1"
"Srxn1_2.34" 11.9939 11.9511 12.0382025 14.2057 14.1558 14.2588 9.851095 9.8068485 9.89761075 "Sim2" "Cddo" 33 "Srxn1"
"Srxn1_2.35" 12.1634 12.1158975 12.2107 14.4922 14.4445975 14.5413 9.854375 9.80325 9.90581075 "Sim2" "Cddo" 34 "Srxn1"
"Srxn1_2.36" 12.1869 12.1248975 12.2488025 14.6747 14.6192975 14.73 9.803915 9.74582 9.86372275 "Sim2" "Cddo" 35 "Srxn1"
"Srxn1_2.37" 12.1167 12.045 12.1916025 14.7024 14.6296975 14.7757 9.707105 9.646549 9.770391 "Sim2" "Cddo" 36 "Srxn1"
"Srxn1_2.38" 11.9924 11.916495 12.074 14.5708 14.4897975 14.6546025 9.592285 9.531009 9.65658325 "Sim2" "Cddo" 37 "Srxn1"
"Srxn1_2.39" 11.8366 11.7613975 11.9183 14.4326 14.343895 14.5264 9.465965 9.40590775 9.52888175 "Sim2" "Cddo" 38 "Srxn1"
"Srxn1_2.40" 11.6737 11.5991975 11.7537 14.23875 14.1495975 14.332505 9.338875 9.27998925 9.40052025 "Sim2" "Cddo" 39 "Srxn1"
"Srxn1_2.41" 11.5114 11.4375 11.5894 14.0359 13.9467975 14.1277 9.21346 9.1552895 9.27421175 "Sim2" "Cddo" 40 "Srxn1"
"Srxn1_2.42" 11.3511 11.277595 11.4284025 13.8354 13.7462 13.9255 9.08996 9.03184975 9.15032 "Sim2" "Cddo" 41 "Srxn1"
"Srxn1_2.43" 11.1935 11.1196 11.2693025 13.6381 13.5490975 13.7276025 8.968375 8.9101795 9.02794175 "Sim2" "Cddo" 42 "Srxn1"
"Srxn1_2.44" 11.0385 10.9644925 11.1129 13.4441 13.3539975 13.533 8.84868 8.78997975 8.90768325 "Sim2" "Cddo" 43 "Srxn1"
"Srxn1_2.45" 10.88585 10.8104975 10.9604025 13.2528 13.1623 13.3422025 8.730845 8.671129 8.7896805 "Sim2" "Cddo" 44 "Srxn1"
"Srxn1_2.46" 10.7355 10.6590975 10.8106075 13.0644 12.9730975 13.155105 8.614975 8.55416675 8.67429175 "Sim2" "Cddo" 45 "Srxn1"
"Srxn1_2.47" 10.5876 10.5101975 10.663 12.8792 12.7866975 12.970905 8.50064 8.43870975 8.560841 "Sim2" "Cddo" 46 "Srxn1"
"Srxn1_2.48" 10.44185 10.3628975 10.5186025 12.697 12.6023 12.7901 8.38832 8.3253585 8.44963125 "Sim2" "Cddo" 47 "Srxn1"
"Srxn1_2.49" 10.2985 10.2179 10.3765025 12.5179 12.4208975 12.6125025 8.27765 8.21320875 8.3407315 "Sim2" "Cddo" 48 "Srxn1"
"Srxn1_3.1" 0 0 0 0 0 0 0 0 0 "Sim3" "Cddo" 0 "Srxn1"
"Srxn1_3.2" 0.0231916 0.0211461 0.0254448 0.0231916 0.0211461 0.0254448 0.0231916 0.0211461 0.0254448 "Sim3" "Cddo" 1 "Srxn1"
"Srxn1_3.3" 0.0460154 0.04195778 0.050478405 0.0460154 0.04195778 0.050478405 0.0460154 0.04195778 0.050478405 "Sim3" "Cddo" 2 "Srxn1"
