"iter"	"ks_Srxn1"	"kd_Srxn1"	"Ka_Srxn1"	"hill_Srxn1"	"Vmax_Srxn1"	"Km_Srxn1"	"hillact_Srxn1"	"r_Andro"	"decay_Andro"	"LnPrior"	"LnData"	"LnPosterior"
4999350	0.0240615	0.0160536	0.0144245	1.00353	130555	107002	9.96933	0.658628	0.291025	-17.02857	-12894.85	-12911.87
4999351	0.0240615	0.0161267	0.0144245	1.00353	130632	107131	9.96933	0.631919	0.291025	-20.27723	-12893.24	-12913.51
4999352	0.0240615	0.0161897	0.0144245	1.00327	130506	107157	9.95892	0.653428	0.291025	-17.68316	-12891.73	-12909.41
4999353	0.0240615	0.0161897	0.0144245	1.00327	130506	107141	9.95892	0.653428	0.291025	-16.97316	-12892.53	-12909.5
4999354	0.0240615	0.0161897	0.0144245	1.00327	130480	107157	9.95892	0.653428	0.291025	-16.59123	-12888.76	-12905.35
4999355	0.0240615	0.0161897	0.0144245	1.00327	130421	107137	9.95892	0.653428	0.291025	-13.86189	-12888.86	-12902.72
4999356	0.0240615	0.0161897	0.0144245	1.00333	130421	107137	9.88953	0.657313	0.291025	-13.99497	-12891.38	-12905.37
4999357	0.0240615	0.0161897	0.0144245	1.00324	130421	107253	9.88953	0.647843	0.291025	-16.43869	-12889.87	-12906.31
4999358	0.0240615	0.0161897	0.0143422	1.00324	130596	107185	9.91483	0.642505	0.291025	-15.07752	-12888.64	-12903.72
4999359	0.0237045	0.0161897	0.014123	1.00353	130596	107082	9.91483	0.642505	0.291025	-12.96695	-12891.65	-12904.62
4999360	0.0237045	0.0161897	0.0141444	1.00353	130596	107082	9.91483	0.642505	0.291025	-14.67238	-12888.92	-12903.6
4999361	0.0237045	0.0161588	0.0142445	1.00362	130596	106917	9.91483	0.64722	0.291025	-16.66247	-12889.36	-12906.02
4999362	0.0237045	0.0161588	0.0141621	1.00362	130490	106917	9.90892	0.64722	0.292252	-16.96098	-12888.27	-12905.23
4999363	0.0240181	0.0161588	0.0142208	1.00362	130490	106925	9.90892	0.64722	0.292252	-15.39791	-12888.77	-12904.17
4999364	0.0240181	0.0161619	0.0141735	1.00362	130490	106925	9.98619	0.64722	0.292252	-16.10977	-12887.79	-12903.9
4999365	0.0240181	0.0161619	0.0142122	1.00357	130490	106954	9.98619	0.637048	0.292252	-15.12719	-12887.73	-12902.86
4999366	0.0240181	0.0161619	0.0142122	1.00357	130469	106973	9.99005	0.640805	0.292252	-15.0868	-12888.54	-12903.62
4999367	0.0235993	0.0161619	0.0142122	1.00357	130469	106993	9.99005	0.645592	0.292252	-13.99606	-12889.18	-12903.18
4999368	0.0235993	0.0161619	0.0141402	1.00357	130365	106946	9.92889	0.645592	0.292252	-14.94529	-12891.11	-12906.06
4999369	0.0235993	0.0161991	0.0141402	1.00357	130358	106946	9.85497	0.645592	0.292252	-16.47727	-12889.45	-12905.92
4999370	0.0235993	0.0161879	0.0141402	1.00345	130445	107114	9.85497	0.632881	0.292252	-15.05257	-12890.34	-12905.39
4999371	0.0236023	0.0161879	0.0141402	1.00345	130538	107114	9.85497	0.632881	0.292252	-14.37486	-12890.5	-12904.87
4999372	0.0245784	0.0162984	0.0141402	1.00345	130538	107068	9.86671	0.632881	0.292252	-15.83058	-12890.78	-12906.61
4999373	0.0245784	0.0162984	0.0141402	1.00345	130538	107066	9.86671	0.632881	0.292252	-15.81504	-12888.9	-12904.71
4999374	0.0245784	0.0161825	0.0141852	1.00345	130538	106968	9.96412	0.632881	0.292252	-14.06521	-12890.38	-12904.45
4999375	0.0235911	0.0160854	0.0142185	1.00345	130538	107127	9.96412	0.632881	0.292252	-16.49594	-12888.99	-12905.49
4999376	0.0235911	0.0160808	0.0142116	1.00328	130425	107119	9.96412	0.634852	0.292252	-15.36276	-12887.29	-12902.66
4999377	0.0235911	0.0160351	0.0142116	1.00328	130425	107119	9.96412	0.634852	0.292252	-15.4519	-12887.61	-12903.06
4999378	0.0239907	0.0160351	0.0142116	1.00328	130425	107119	9.96412	0.634852	0.292252	-15.45231	-12887.76	-12903.21
4999379	0.0239907	0.0160351	0.0142116	1.0031	130425	107119	9.89717	0.634852	0.292252	-12.59145	-12894.56	-12907.15
4999380	0.0239907	0.0162051	0.0142116	1.0031	130425	107119	9.92482	0.634852	0.292252	-14.3071	-12889.64	-12903.95
4999381	0.0239907	0.0162051	0.0142184	1.0031	130384	107065	9.92482	0.634852	0.292252	-16.22881	-12888.38	-12904.61
4999382	0.0239907	0.0162051	0.0143607	1.0031	130384	107065	9.92482	0.634852	0.292252	-13.76232	-12891.53	-12905.29
4999383	0.0239907	0.0162067	0.0143607	1.0031	130384	107064	9.92482	0.634852	0.292252	-13.29852	-12892.23	-12905.53
4999384	0.0239907	0.0162067	0.0143334	1.00313	130357	107106	9.92482	0.656734	0.292252	-15.01439	-12889.16	-12904.17
4999385	0.0239907	0.016316	0.0143334	1.0031	130397	107106	9.92482	0.656734	0.292252	-13.05061	-12890.29	-12903.34
4999386	0.0237911	0.0162912	0.0143334	1.0031	130571	107106	9.92482	0.656734	0.292252	-12.858	-12890.98	-12903.84
4999387	0.0237911	0.0164162	0.0142124	1.0031	130571	107086	9.92482	0.658141	0.292252	-12.31975	-12892.02	-12904.34
4999388	0.0243671	0.0165194	0.0142124	1.0031	130560	107086	9.72526	0.658141	0.292252	-11.5096	-12894.68	-12906.18
4999389	0.0243671	0.016594	0.0142124	1.00293	130465	107092	9.97808	0.658141	0.292252	-11.4058	-12891.89	-12903.3
4999390	0.0243671	0.0165381	0.0142124	1.00293	130465	107092	9.97808	0.631071	0.291177	-11.69627	-12889.79	-12901.49
4999391	0.0243671	0.016439	0.0142124	1.00319	130465	106986	9.97808	0.631071	0.291177	-12.36533	-12891.44	-12903.8
4999392	0.0243671	0.0164038	0.0142124	1.00313	130465	107142	9.97808	0.631071	0.291177	-13.22169	-12887.54	-12900.76
4999393	0.0243671	0.0164049	0.0141441	1.00313	130465	107104	9.99003	0.631071	0.291122	-11.33561	-12892.53	-12903.86
4999394	0.0243671	0.0164049	0.0141441	1.00313	130464	107104	9.99003	0.631071	0.291098	-11.31683	-12892.69	-12904.01
4999395	0.0243671	0.0164363	0.0141452	1.00313	130499	107149	9.99003	0.639911	0.291098	-11.62854	-12893.63	-12905.26
4999396	0.0243671	0.0164546	0.0141452	1.00294	130499	107149	9.99003	0.639911	0.291853	-11.03137	-12893.27	-12904.3
4999397	0.0243671	0.0164546	0.0141452	1.00294	130499	107195	9.99003	0.639911	0.291853	-11.67137	-12891.21	-12902.88
4999398	0.0225914	0.0163206	0.0141452	1.00294	130499	107195	9.99003	0.639911	0.291853	-11.66234	-12891.76	-12903.42
4999399	0.0225914	0.0162832	0.0141452	1.00307	130499	107115	9.99004	0.639911	0.291853	-12.67832	-12890.09	-12902.76
4999400	0.0225914	0.0162832	0.0141452	1.00307	130499	107198	9.99004	0.639911	0.292246	-14.18175	-12890.19	-12904.38
4999401	0.0225914	0.0162977	0.0140523	1.00307	130499	107198	9.82924	0.639911	0.292246	-13.73443	-12893.52	-12907.25
4999402	0.0224383	0.0163567	0.013981	1.00307	130499	107198	9.95963	0.639911	0.292246	-12.13002	-12892.21	-12904.34
4999403	0.022098	0.0163567	0.014051	1.00307	130499	107198	9.95963	0.639911	0.292659	-12.82735	-12891.84	-12904.67
4999404	0.022098	0.0163567	0.014051	1.00299	130499	107198	9.95963	0.632498	0.292659	-12.65015	-12892.86	-12905.51
4999405	0.022098	0.0163567	0.0139715	1.00299	130499	107198	9.95963	0.637325	0.292659	-13.89355	-12890.28	-12904.17
4999406	0.0224708	0.0164731	0.0139715	1.00287	130499	107198	9.90584	0.637325	0.292659	-14.81053	-12890.78	-12905.59
4999407	0.0224708	0.0164131	0.0140581	1.00307	130499	107198	9.90584	0.645427	0.292659	-16.98387	-12888.65	-12905.63
4999408	0.0237708	0.0164131	0.0140581	1.00307	130567	107215	9.90584	0.645427	0.292659	-14.45893	-12888.41	-12902.87
4999409	0.0237708	0.0164568	0.0140581	1.00307	130567	107215	9.90584	0.631706	0.292659	-14.79948	-12888.15	-12902.95
4999410	0.0237708	0.0164568	0.0140023	1.00286	130425	107272	9.90584	0.616784	0.292659	-15.31635	-12890.61	-12905.92
4999411	0.0236133	0.0164568	0.0140023	1.00286	130425	107176	9.9918	0.616784	0.292659	-13.85637	-12893.41	-12907.27
4999412	0.0245775	0.0164303	0.0140023	1.00286	130425	107189	9.9918	0.616784	0.292659	-14.05197	-12893.96	-12908.01
4999413	0.0245775	0.0164297	0.0140023	1.00286	130448	107189	9.86458	0.616784	0.292659	-13.43371	-12894.2	-12907.63
4999414	0.0241668	0.0166066	0.0140023	1.00286	130448	107189	9.86458	0.616784	0.292659	-12.12963	-12894.98	-12907.11
4999415	0.0241668	0.0166066	0.0138888	1.00286	130448	107189	9.86458	0.616784	0.292659	-15.21162	-12895.2	-12910.41
4999416	0.0237079	0.0165252	0.0138888	1.00286	130448	107189	9.88117	0.616784	0.291988	-12.24382	-12895.5	-12907.74
4999417	0.0237079	0.0166419	0.0138888	1.00286	130448	107189	9.88117	0.616784	0.291988	-12.24484	-12896.16	-12908.41
4999418	0.0251847	0.0166419	0.0138888	1.00295	130448	107023	9.89276	0.616429	0.292786	-12.49223	-12894.62	-12907.11
4999419	0.0253288	0.0166419	0.0138888	1.00312	130448	107023	9.981	0.616429	0.292786	-13.47112	-12893.65	-12907.12
4999420	0.0256221	0.0166419	0.0138888	1.00299	130448	106990	9.78028	0.616429	0.292526	-13.03449	-12896.82	-12909.85
4999421	0.0256221	0.0167106	0.0138888	1.00321	130448	106929	9.78028	0.616429	0.292526	-14.07483	-12897.35	-12911.43
4999422	0.0256221	0.0164981	0.0139265	1.00321	130448	106929	9.75398	0.644922	0.292526	-13.80436	-12899.33	-12913.13
4999423	0.0242773	0.0165013	0.0139265	1.00321	130448	106929	9.75794	0.644922	0.292526	-14.39039	-12896.19	-12910.58
4999424	0.0242773	0.0164215	0.0139265	1.00321	130532	107053	9.86801	0.644922	0.295135	-13.35542	-12893.39	-12906.75
4999425	0.0242773	0.0162786	0.0139265	1.00321	130532	107053	9.86801	0.644922	0.295135	-13.50083	-12892.36	-12905.86
4999426	0.0242773	0.0163048	0.0139265	1.00338	130532	107061	9.95451	0.644922	0.295135	-14.28373	-12891.65	-12905.93
4999427	0.0242773	0.0161673	0.0140589	1.00338	130532	107128	9.95451	0.644922	0.295135	-17.2632	-12888.88	-12906.14
4999428	0.0241043	0.0161673	0.0140589	1.00349	130636	107251	9.95451	0.6687	0.295135	-20.4089	-12888.64	-12909.05
4999429	0.0241043	0.0161673	0.0140589	1.00333	130636	107251	9.95451	0.656053	0.295135	-17.46353	-12890.58	-12908.05
4999430	0.023174	0.0159282	0.0140589	1.00347	130502	107202	9.99383	0.654699	0.295135	-16.18448	-12885.61	-12901.79
4999431	0.0221859	0.0159282	0.0140589	1.00347	130502	107180	9.99383	0.654699	0.295135	-15.38844	-12887.13	-12902.52
4999432	0.0221859	0.0158699	0.0140589	1.00347	130277	107246	9.99383	0.654699	0.295135	-19.86673	-12885.91	-12905.78
4999433	0.0211725	0.0157722	0.0140589	1.00339	130377	107241	9.99383	0.654699	0.29565	-17.62499	-12887.75	-12905.37
4999434	0.0211725	0.015784	0.0140589	1.00339	130377	107241	9.99383	0.654699	0.29565	-16.35085	-12887.27	-12903.62
4999435	0.0211725	0.015784	0.0140589	1.00332	130377	107192	9.99383	0.664452	0.296489	-14.8833	-12890.7	-12905.59
4999436	0.0211725	0.0158648	0.0140589	1.00331	130377	107092	9.99383	0.659729	0.294093	-14.60026	-12891.85	-12906.45
4999437	0.0211725	0.0159565	0.0140802	1.00331	130377	107092	9.99383	0.656594	0.294093	-14.82923	-12891.65	-12906.48
4999438	0.0211725	0.0162051	0.0140802	1.00331	130461	107107	9.96894	0.656594	0.294093	-15.81778	-12893.4	-12909.22
4999439	0.0213327	0.0162051	0.0140802	1.00331	130461	107107	9.96894	0.656594	0.29362	-15.71439	-12891.3	-12907.02
4999440	0.0219175	0.0162275	0.0140802	1.00331	130461	107107	9.9511	0.641707	0.29362	-14.7401	-12891.49	-12906.23
4999441	0.0223251	0.0161609	0.0140501	1.00333	130361	107048	9.74881	0.6593	0.29362	-15.49723	-12890.92	-12906.42
4999442	0.0233671	0.0162121	0.0140501	1.00333	130361	107212	9.9909	0.646405	0.29362	-17.2948	-12886.46	-12903.75
4999443	0.0233671	0.0162318	0.0139224	1.00333	130361	107246	9.9909	0.646405	0.292947	-19.48048	-12886.26	-12905.74
4999444	0.0233671	0.0161839	0.0139224	1.00333	130361	107246	9.9909	0.624209	0.292947	-19.65535	-12887.04	-12906.7
4999445	0.0244981	0.0161839	0.0139224	1.00333	130361	107270	9.9909	0.624209	0.292947	-18.25595	-12888.99	-12907.25
4999446	0.0244981	0.0161839	0.0139224	1.00337	130361	107147	9.9909	0.624209	0.292947	-14.06691	-12889.41	-12903.48
4999447	0.0244981	0.0161957	0.0139224	1.00337	130361	107194	9.95035	0.629262	0.293055	-15.75009	-12887.63	-12903.38
4999448	0.0244981	0.0161506	0.0139224	1.00337	130361	107230	9.95035	0.639654	0.293055	-17.60266	-12887.13	-12904.73
4999449	0.0251801	0.0161294	0.0139224	1.0033	130361	107230	9.95035	0.639654	0.293055	-17.35003	-12890.82	-12908.17
4999450	0.0251801	0.0161411	0.0139224	1.0033	130361	107245	9.95035	0.622757	0.293055	-17.46459	-12891.68	-12909.14
4999451	0.0251801	0.0161411	0.0139224	1.0033	130361	107225	9.83361	0.622757	0.293055	-16.62306	-12892.71	-12909.33
4999452	0.0251801	0.0161337	0.0139224	1.0033	130301	107225	9.89045	0.622757	0.293055	-16.4243	-12890.53	-12906.95
4999453	0.0251801	0.0161337	0.0139224	1.00339	130301	107225	9.93673	0.630503	0.293055	-20.15848	-12889.67	-12909.83
4999454	0.0233263	0.0161337	0.0137795	1.00328	130301	107175	9.93673	0.630503	0.293777	-18.03907	-12888.9	-12906.93
4999455	0.0233263	0.0161337	0.0137795	1.00328	130260	107126	9.98429	0.625029	0.293777	-20.30643	-12887.51	-12907.82
4999456	0.0215028	0.0161479	0.0137795	1.00316	130485	107098	9.99206	0.638378	0.293777	-16.50273	-12893.04	-12909.55
4999457	0.0220933	0.0161676	0.0137795	1.00347	130485	107107	9.94772	0.638378	0.294283	-15.89608	-12889.37	-12905.27
4999458	0.0238795	0.0161145	0.0137795	1.00347	130485	107107	9.94772	0.638378	0.294766	-16.01863	-12890.24	-12906.26
4999459	0.0238795	0.0161145	0.0137795	1.00347	130377	106973	9.96799	0.638378	0.294766	-14.8026	-12890.91	-12905.71
4999460	0.0238795	0.0161145	0.0137795	1.00347	130318	106973	9.96799	0.638378	0.293841	-15.99876	-12890.93	-12906.93
4999461	0.021771	0.0161003	0.0137795	1.00347	130318	107119	9.96799	0.638378	0.293841	-16.40284	-12889.07	-12905.47
4999462	0.021771	0.0160142	0.0137795	1.00347	130318	107119	9.96799	0.638378	0.293841	-16.40304	-12887.36	-12903.77
4999463	0.021771	0.0160142	0.0137457	1.00346	130318	107073	9.96799	0.638378	0.293841	-16.08962	-12888.17	-12904.26
4999464	0.021771	0.0160142	0.0137457	1.00346	130275	107073	9.96799	0.624981	0.293841	-17.05719	-12886.65	-12903.71
4999465	0.0214303	0.0160142	0.0137457	1.00346	130226	107073	9.96799	0.624981	0.293449	-18.63383	-12889.41	-12908.04
4999466	0.02262	0.0160471	0.0137474	1.0033	130226	107145	9.92881	0.634744	0.293449	-16.3635	-12891.77	-12908.13
4999467	0.02262	0.0160471	0.0137474	1.0033	130431	107243	9.92881	0.634744	0.293449	-14.08713	-12891.91	-12905.99
4999468	0.0223579	0.0160737	0.0137474	1.00337	130451	107243	9.92881	0.640451	0.293449	-14.91388	-12889.98	-12904.9
4999469	0.02197	0.0159844	0.0137474	1.00338	130451	107243	9.92881	0.640451	0.293449	-14.9316	-12890.1	-12905.03
4999470	0.02197	0.0159844	0.0137474	1.00338	130435	107141	9.92881	0.629534	0.293449	-14.77796	-12891.93	-12906.71
4999471	0.0213593	0.0160489	0.0138156	1.00338	130435	107141	9.92881	0.629534	0.294036	-14.60264	-12893.23	-12907.83
4999472	0.0213593	0.0160489	0.0138156	1.00338	130380	107141	9.92881	0.629534	0.294036	-15.10585	-12892.66	-12907.76
4999473	0.0224602	0.0160489	0.0138156	1.00338	130442	107150	9.92101	0.629534	0.292713	-13.80443	-12889.11	-12902.92
4999474	0.0220297	0.0161254	0.0138156	1.00339	130536	107193	9.92101	0.629534	0.292713	-12.73353	-12890.44	-12903.17
4999475	0.0220297	0.0161254	0.0138156	1.0036	130601	107064	9.92101	0.635608	0.292713	-13.2682	-12889.3	-12902.57
4999476	0.0220297	0.0161254	0.0138156	1.0036	130601	107064	9.92101	0.635608	0.292713	-12.89619	-12889.35	-12902.25
4999477	0.0219403	0.0161254	0.0138156	1.00376	130601	107064	9.92101	0.63306	0.292713	-13.45727	-12892.7	-12906.15
4999478	0.0219403	0.0161254	0.0138156	1.00375	130601	106977	9.92101	0.645848	0.292713	-13.49876	-12895.16	-12908.66
4999479	0.0219403	0.0161874	0.0138156	1.0037	130601	106977	9.92101	0.647757	0.292713	-13.6206	-12897	-12910.62
4999480	0.0219403	0.0161643	0.0138343	1.0037	130581	106977	9.80719	0.634659	0.292713	-13.39428	-12897.26	-12910.66
4999481	0.0219403	0.0161628	0.0137921	1.0037	130570	107041	9.75058	0.627983	0.292713	-13.13788	-12896.98	-12910.11
4999482	0.0227992	0.0161594	0.0137921	1.0037	130570	107041	9.75058	0.627983	0.292713	-13.13217	-12891.14	-12904.27
4999483	0.0227992	0.0160452	0.0137921	1.00388	130426	107027	9.75058	0.643825	0.292713	-14.05462	-12891.84	-12905.9
4999484	0.0238082	0.0160452	0.0139085	1.00388	130379	107027	9.77245	0.643825	0.292713	-14.59378	-12891.18	-12905.78
4999485	0.0238082	0.0160452	0.0139085	1.00388	130379	107027	9.73549	0.634016	0.292713	-16.08921	-12890.07	-12906.16
4999486	0.0238082	0.0159701	0.0139085	1.00394	130432	107027	9.82414	0.634016	0.292713	-13.95583	-12888.57	-12902.53
4999487	0.0238082	0.0159402	0.0138282	1.00394	130432	107071	9.82414	0.634016	0.292713	-14.07167	-12888.56	-12902.63
4999488	0.0238082	0.0159871	0.0138282	1.00394	130432	107071	9.82414	0.634016	0.292713	-15.40487	-12888.87	-12904.27
4999489	0.0238082	0.0159871	0.0138282	1.00381	130432	107145	9.66211	0.634016	0.294097	-14.9	-12890.17	-12905.07
4999490	0.0238082	0.0159871	0.0138282	1.00381	130590	107065	9.71763	0.634016	0.294097	-14.358	-12889.75	-12904.11
4999491	0.0238082	0.0159871	0.0138282	1.00392	130590	107072	9.92959	0.634016	0.294097	-17.02289	-12886.83	-12903.86
4999492	0.0234483	0.0159798	0.0138282	1.00392	130590	107072	9.92959	0.655254	0.294097	-14.81124	-12888.38	-12903.19
4999493	0.0234483	0.0160538	0.0138282	1.00392	130670	107051	9.97145	0.635548	0.293236	-15.85478	-12887.62	-12903.47
4999494	0.0230222	0.0160297	0.0138282	1.00388	130670	107051	9.97145	0.635548	0.293236	-18.20512	-12887.83	-12906.04
4999495	0.0230222	0.0160297	0.0138282	1.00388	130670	107051	9.90771	0.635548	0.293236	-16.9513	-12889.45	-12906.4
4999496	0.0230222	0.0160488	0.0138282	1.00388	130670	107026	9.90771	0.640071	0.293236	-14.7262	-12889.83	-12904.55
4999497	0.022502	0.0160167	0.0138282	1.00388	130670	106990	9.90771	0.640071	0.293236	-14.98431	-12889.12	-12904.1
4999498	0.022502	0.0161051	0.0138282	1.00383	130479	106873	9.73043	0.640071	0.293236	-14.76363	-12893.87	-12908.64
4999499	0.022502	0.0161051	0.0138282	1.00383	130479	106933	9.73043	0.640071	0.293236	-14.14352	-12893.83	-12907.97
4999500	0.022502	0.015968	0.0138282	1.00391	130479	106899	9.79014	0.640071	0.293236	-15.9034	-12892.46	-12908.36
4999501	0.0228328	0.015968	0.0138282	1.00402	130552	106971	9.78182	0.637204	0.293236	-16.64124	-12889.79	-12906.43
4999502	0.0228328	0.015968	0.0138282	1.00402	130552	106858	9.79876	0.634613	0.294011	-18.15613	-12890.17	-12908.32
4999503	0.0228328	0.0160491	0.0137388	1.00402	130577	106858	9.79876	0.634613	0.294011	-17.80776	-12890.04	-12907.85
4999504	0.0228328	0.0160491	0.0137388	1.00394	130560	107043	9.79876	0.634613	0.294011	-15.82659	-12889.33	-12905.16
4999505	0.0228328	0.0160205	0.0137388	1.00387	130560	107043	9.72836	0.637749	0.293778	-14.58508	-12890.72	-12905.3
4999506	0.0228328	0.0160205	0.0138366	1.00387	130595	107043	9.90931	0.637749	0.293778	-15.52506	-12888.57	-12904.1
4999507	0.0228328	0.0160205	0.0138366	1.00387	130595	107043	9.92747	0.637749	0.294549	-17.01553	-12889.19	-12906.21
4999508	0.0228328	0.0160189	0.0138366	1.00384	130522	107027	9.92747	0.637749	0.294549	-15.59729	-12889.85	-12905.44
4999509	0.0228328	0.0160189	0.0138366	1.00384	130522	106972	9.97346	0.637749	0.294694	-15.87616	-12890.12	-12905.99
4999510	0.0228328	0.0159576	0.0138001	1.00384	130522	106972	9.97346	0.637749	0.294694	-16.99562	-12888.72	-12905.72
4999511	0.0228328	0.0159369	0.0138001	1.00384	130522	107032	9.96731	0.637749	0.294694	-15.34704	-12888.06	-12903.41
4999512	0.0228328	0.0160375	0.0138001	1.00384	130635	106978	9.96731	0.637749	0.294694	-15.77673	-12890.28	-12906.06
4999513	0.0224938	0.0159881	0.0138001	1.00384	130479	106875	9.96731	0.637749	0.294694	-16.226	-12889.57	-12905.79
4999514	0.0224938	0.0159881	0.0137517	1.00384	130488	106869	9.96731	0.637749	0.294694	-16.83922	-12888.25	-12905.09
4999515	0.0224938	0.0159439	0.0137517	1.00384	130488	107116	9.96731	0.637749	0.294694	-15.71247	-12888.01	-12903.72
4999516	0.0224666	0.0158715	0.0137517	1.00384	130488	107182	9.96731	0.643076	0.294694	-15.86355	-12885.57	-12901.43
4999517	0.0224666	0.0158487	0.0137517	1.00384	130368	107241	9.96731	0.643076	0.296737	-16.29743	-12890.06	-12906.36
4999518	0.0224666	0.0158487	0.0137786	1.00384	130482	107183	9.96731	0.643076	0.293344	-14.45179	-12889.47	-12903.92
4999519	0.0232288	0.0158487	0.0137786	1.00379	130527	107153	9.96731	0.643076	0.293344	-17.89194	-12889.2	-12907.09
4999520	0.0232288	0.015905	0.0137786	1.00379	130529	107211	9.96731	0.643076	0.293344	-18.76279	-12887.21	-12905.97
4999521	0.0232288	0.015905	0.0137786	1.00379	130529	107211	9.96731	0.625675	0.293344	-19.44899	-12885.06	-12904.5
4999522	0.0232288	0.015905	0.0137786	1.00366	130529	107211	9.94966	0.619852	0.293344	-14.89897	-12887.17	-12902.07
4999523	0.0232288	0.0159318	0.0137361	1.00365	130418	107211	9.86432	0.619852	0.293344	-17.15523	-12887.44	-12904.6
4999524	0.0232288	0.0159121	0.0137361	1.00374	130437	107211	9.87443	0.619852	0.295788	-16.43766	-12890.05	-12906.49
4999525	0.0232288	0.0158112	0.0137361	1.00382	130473	107211	9.87443	0.619852	0.295788	-16.55306	-12890.49	-12907.05
4999526	0.0232288	0.0158112	0.0136812	1.00394	130473	107130	9.87443	0.619852	0.295788	-15.32734	-12891.34	-12906.67
4999527	0.0232288	0.0157895	0.0136812	1.00402	130473	107130	9.87443	0.622892	0.295788	-15.53137	-12891.65	-12907.18
4999528	0.0232288	0.0157895	0.01371	1.00402	130473	107130	9.87443	0.625063	0.295788	-15.06962	-12891.68	-12906.75
4999529	0.0232288	0.0156739	0.01371	1.00402	130473	107085	9.87443	0.625063	0.295788	-14.73285	-12892.92	-12907.65
4999530	0.0216901	0.0157108	0.01371	1.00398	130441	107021	9.87443	0.625063	0.295788	-14.14048	-12892.23	-12906.37
4999531	0.0216901	0.0157108	0.01371	1.00398	130441	107013	9.87443	0.646866	0.294954	-14.15105	-12889.94	-12904.09
4999532	0.0216901	0.0157248	0.0137705	1.00398	130441	107023	9.87443	0.646388	0.296457	-14.18766	-12889.45	-12903.64
4999533	0.0216901	0.0157378	0.0137705	1.00398	130567	107023	9.87443	0.644623	0.296457	-13.97991	-12890.06	-12904.04
4999534	0.0216901	0.0156707	0.0137705	1.00401	130627	107023	9.87443	0.644623	0.296092	-14.58467	-12891.12	-12905.71
4999535	0.0216901	0.0156794	0.0137705	1.004	130436	107023	9.87443	0.644623	0.295127	-14.87573	-12888.39	-12903.27
4999536	0.0216901	0.0157606	0.0137641	1.004	130557	107108	9.87443	0.644623	0.295127	-20.63635	-12889.06	-12909.69
4999537	0.0216901	0.0157606	0.0136618	1.004	130403	107109	9.87443	0.644623	0.295127	-22.19069	-12886.93	-12909.12
4999538	0.0216901	0.0157337	0.0136618	1.004	130355	107109	9.87443	0.644623	0.295004	-22.66846	-12886.65	-12909.32
4999539	0.0216901	0.0157744	0.0136618	1.004	130355	107109	9.87443	0.644623	0.295004	-21.16116	-12888.87	-12910.03
4999540	0.0216901	0.0156749	0.0136618	1.004	130355	107109	9.87443	0.644623	0.295004	-20.48883	-12890.06	-12910.55
4999541	0.0216901	0.0156749	0.0136618	1.004	130355	107060	9.7566	0.644623	0.295004	-19.82373	-12890.24	-12910.06
4999542	0.0216901	0.0156749	0.0136618	1.004	130439	107094	9.79948	0.646668	0.295004	-19.00198	-12892.62	-12911.63
4999543	0.0216901	0.0158157	0.0136618	1.004	130470	107094	9.76254	0.646668	0.295004	-17.35505	-12892.49	-12909.85
4999544	0.0223879	0.0158157	0.0136618	1.00376	130485	107072	9.86687	0.637938	0.295004	-16.35342	-12891.05	-12907.4
4999545	0.0223879	0.0158157	0.0138488	1.00376	130485	107072	9.86687	0.637938	0.295004	-14.41523	-12893.38	-12907.79
4999546	0.0223879	0.0158157	0.0138326	1.00386	130493	107128	9.86687	0.637938	0.295004	-15.14346	-12893.44	-12908.59
4999547	0.0223879	0.0155942	0.0138307	1.00386	130493	107128	9.99869	0.637938	0.295004	-15.70049	-12888.3	-12904
4999548	0.0223879	0.0155942	0.0138307	1.00386	130493	107209	9.99869	0.641286	0.295004	-16.80137	-12886.54	-12903.34
4999549	0.0223879	0.0155942	0.013864	1.00396	130493	107266	9.99869	0.641286	0.295004	-17.08706	-12884.99	-12902.07
4999550	0.0233066	0.015599	0.0139146	1.00396	130402	107311	9.99869	0.641286	0.295004	-18.81032	-12885.93	-12904.74
4999551	0.024539	0.015599	0.0139146	1.00396	130402	107252	9.99869	0.651554	0.295004	-17.51698	-12889.12	-12906.64
4999552	0.024539	0.0155357	0.0140978	1.00396	130419	107252	9.99869	0.651554	0.295004	-17.00177	-12892.59	-12909.6
4999553	0.024539	0.0155357	0.013981	1.00399	130419	107252	9.99869	0.651554	0.293938	-16.9035	-12894.63	-12911.53
4999554	0.024539	0.0155357	0.013981	1.00415	130419	107252	9.99306	0.651554	0.293938	-17.63344	-12889.83	-12907.46
4999555	0.024539	0.0155357	0.013981	1.00415	130419	107252	9.99306	0.637925	0.293938	-17.26146	-12888.07	-12905.33
4999556	0.024539	0.0155357	0.013981	1.00415	130419	107252	9.99306	0.640226	0.293938	-17.49855	-12888.91	-12906.41
4999557	0.024539	0.0155093	0.013981	1.00415	130419	107243	9.7388	0.636604	0.294257	-17.11133	-12891.39	-12908.5
4999558	0.024539	0.0154715	0.013981	1.00415	130419	107241	9.92892	0.636604	0.294257	-17.31557	-12890.08	-12907.39
4999559	0.0247544	0.0154715	0.013981	1.00415	130419	107191	9.92892	0.636604	0.294257	-17.34546	-12890.31	-12907.66
4999560	0.0246772	0.0155643	0.0138907	1.00415	130472	107191	9.92892	0.636604	0.296181	-16.78537	-12888.46	-12905.25
