"iter"	"ks_Srxn1"	"kd_Srxn1"	"Ka_Srxn1"	"hill_Srxn1"	"Vmax_Srxn1"	"Km_Srxn1"	"hillact_Srxn1"	"r_Eta"	"decay_Eta"	"LnPrior"	"LnData"	"LnPosterior"
4998528	0.024282	0.0161129	0.0150152	1.00303	130524	107247	9.99924	1.12531	0.122501	-13.74735	-12890.72	-12904.47
4998529	0.024282	0.016039	0.0150386	1.00303	130524	107187	9.99924	1.11233	0.122501	-13.00544	-12892.97	-12905.98
4998530	0.024282	0.016039	0.0150386	1.00303	130524	107187	9.85351	1.11233	0.122501	-13.15697	-12894.5	-12907.66
4998531	0.024282	0.016039	0.0150386	1.00303	130524	107187	9.85351	1.12677	0.122501	-13.00462	-12894.48	-12907.49
4998532	0.024282	0.016039	0.0149808	1.00303	130524	107187	9.85351	1.10823	0.122501	-13.32133	-12894.14	-12907.46
4998533	0.0238288	0.016039	0.0149808	1.00313	130524	107187	9.85351	1.10823	0.122501	-12.91633	-12896.24	-12909.16
4998534	0.0238288	0.016039	0.0149808	1.00313	130524	107187	9.89183	1.10823	0.122501	-13.1834	-12895.53	-12908.71
4998535	0.0226466	0.0160165	0.0149808	1.00294	130524	107187	9.94634	1.1216	0.122501	-13.87707	-12896.72	-12910.6
4998536	0.0226466	0.0159878	0.014954	1.00294	130524	107187	9.94634	1.1216	0.122501	-12.46497	-12896.34	-12908.81
4998537	0.0226466	0.0159878	0.014954	1.00294	130524	107187	9.95996	1.1216	0.123156	-12.57122	-12893.51	-12906.08
4998538	0.023857	0.0159877	0.014877	1.00309	130524	107187	9.95996	1.1216	0.123156	-12.98429	-12889.87	-12902.86
4998539	0.023857	0.0159877	0.014877	1.00302	130437	107187	9.95996	1.1216	0.123156	-13.19513	-12890.88	-12904.07
4998540	0.023857	0.0160601	0.014877	1.00302	130437	107187	9.95693	1.1108	0.123156	-12.2487	-12892.25	-12904.5
4998541	0.023857	0.0161068	0.014877	1.00302	130437	107187	9.81473	1.1108	0.123156	-12.34536	-12894.32	-12906.66
4998542	0.023857	0.0160765	0.014877	1.00302	130437	107187	9.81473	1.1108	0.123156	-12.22861	-12893.84	-12906.06
4998543	0.023857	0.0160949	0.014877	1.00302	130437	107187	9.99706	1.127	0.123156	-14.43199	-12888.03	-12902.46
4998544	0.023857	0.0160349	0.014877	1.0031	130437	107187	9.99706	1.127	0.123156	-15.51447	-12887.86	-12903.38
4998545	0.023857	0.0159404	0.014877	1.0031	130407	107187	9.99706	1.10945	0.123156	-15.42468	-12888.27	-12903.69
4998546	0.023857	0.0159404	0.014877	1.00312	130385	107291	9.99706	1.14083	0.123156	-18.15556	-12888.53	-12906.68
4998547	0.023857	0.0159129	0.014877	1.00306	130371	107291	9.71265	1.14083	0.123156	-19.06433	-12892.19	-12911.26
4998548	0.023857	0.0159129	0.014877	1.00319	130371	107291	9.71265	1.08347	0.123156	-18.99502	-12892.73	-12911.73
4998549	0.023857	0.0159228	0.014877	1.00319	130371	107291	9.79154	1.08347	0.123156	-25.00241	-12889.98	-12914.99
4998550	0.023857	0.0159545	0.014877	1.00319	130371	107217	9.79154	1.08347	0.123156	-18.81567	-12890.26	-12909.07
4998551	0.023857	0.0159545	0.014877	1.00319	130371	107217	9.79154	1.08347	0.123156	-18.81275	-12897.76	-12916.58
4998552	0.023857	0.0159545	0.014877	1.00319	130371	107217	9.9054	1.13389	0.123156	-16.88829	-12890.8	-12907.69
4998553	0.023857	0.0159545	0.014877	1.00319	130488	107217	9.9054	1.10009	0.122787	-15.96931	-12890.19	-12906.16
4998554	0.023857	0.0159332	0.014877	1.00308	130488	107217	9.9054	1.11254	0.122787	-16.66445	-12889.81	-12906.48
4998555	0.0241132	0.0160854	0.014877	1.00305	130488	107217	9.54551	1.11254	0.122787	-16.08928	-12893.32	-12909.41
4998556	0.0241132	0.0160854	0.014877	1.00308	130488	107217	9.88272	1.11254	0.122787	-16.41712	-12888.49	-12904.91
4998557	0.0241132	0.0160854	0.014877	1.00308	130488	107217	9.88272	1.11254	0.122703	-15.15091	-12889.58	-12904.73
4998558	0.0241132	0.0160443	0.014877	1.00308	130408	107050	9.88272	1.11254	0.122994	-13.99744	-12890.18	-12904.18
4998559	0.0241132	0.0160443	0.014877	1.0032	130408	106941	9.88272	1.1061	0.122994	-14.2076	-12890.64	-12904.85
4998560	0.0241132	0.0160443	0.014877	1.0032	130408	106941	9.88272	1.11372	0.122994	-14.25634	-12890.5	-12904.76
4998561	0.0241132	0.0160443	0.014877	1.00311	130408	106941	9.88272	1.11372	0.122994	-13.87076	-12891.88	-12905.75
4998562	0.0241132	0.0161033	0.014877	1.00311	130373	106941	9.75785	1.07905	0.122994	-15.93664	-12893.72	-12909.65
4998563	0.0241132	0.0161033	0.014877	1.00311	130373	106941	9.75785	1.1369	0.122994	-15.93426	-12891.66	-12907.6
4998564	0.0241132	0.0161033	0.014877	1.00311	130471	106941	9.75785	1.1369	0.122994	-12.14006	-12894.71	-12906.85
4998565	0.0241132	0.0161033	0.014877	1.0031	130471	106941	9.75785	1.1369	0.123125	-12.82604	-12897.24	-12910.07
4998566	0.0241132	0.0161443	0.014877	1.00312	130471	106941	9.75785	1.1369	0.123125	-14.03729	-12895.14	-12909.18
4998567	0.0241132	0.0161443	0.014877	1.00312	130471	107138	9.64933	1.1369	0.123125	-15.12404	-12895.09	-12910.21
4998568	0.0241132	0.0161105	0.0146973	1.00312	130471	107138	9.64933	1.1369	0.12445	-14.63877	-12893.25	-12907.89
4998569	0.0251453	0.0161105	0.0146973	1.00314	130471	107138	9.64933	1.1369	0.12445	-12.6337	-12893.99	-12906.62
4998570	0.0247451	0.0161294	0.0146973	1.00314	130471	107138	9.64933	1.10817	0.124845	-11.98839	-12893.5	-12905.49
4998571	0.0247451	0.0161294	0.0146973	1.00314	130471	107138	9.88938	1.10817	0.124845	-13.51842	-12891.27	-12904.79
4998572	0.02488	0.016049	0.0148041	1.00308	130471	107138	9.92731	1.10817	0.124845	-14.21546	-12892.71	-12906.93
4998573	0.02488	0.0160506	0.0148041	1.00308	130471	107293	9.92731	1.10817	0.124845	-17.20044	-12889.16	-12906.36
4998574	0.02488	0.0160396	0.0148041	1.00299	130372	107092	9.83489	1.10817	0.123232	-13.33883	-12892.8	-12906.14
4998575	0.02488	0.0160997	0.0148447	1.00299	130372	107092	9.83489	1.10817	0.123232	-14.52063	-12893.6	-12908.12
4998576	0.02488	0.0161157	0.014913	1.00308	130494	107092	9.83489	1.10817	0.123232	-13.15196	-12892.79	-12905.94
4998577	0.02488	0.0161157	0.014913	1.00304	130494	107092	9.83489	1.0919	0.123232	-13.42935	-12893.77	-12907.2
4998578	0.02488	0.0161157	0.014913	1.00306	130443	107092	9.83489	1.12492	0.123897	-12.39233	-12892.3	-12904.69
4998579	0.02488	0.0161157	0.014913	1.00306	130443	107092	9.83489	1.11785	0.123897	-12.39456	-12892.1	-12904.49
4998580	0.0247981	0.0160995	0.0149408	1.00308	130443	107092	9.83489	1.11811	0.122079	-12.73847	-12895.84	-12908.58
4998581	0.024204	0.0160995	0.0149408	1.00318	130443	107092	9.83489	1.11811	0.122688	-12.98311	-12891.38	-12904.37
4998582	0.024204	0.0159647	0.0149408	1.00318	130443	107092	9.95629	1.11811	0.122688	-13.06979	-12890.36	-12903.43
4998583	0.0230814	0.0159647	0.0149408	1.00318	130443	107092	9.91647	1.11811	0.122859	-12.72807	-12892.13	-12904.85
4998584	0.0230814	0.0159647	0.0149408	1.00318	130443	107092	9.91647	1.11811	0.122859	-12.72807	-12892.13	-12904.85
4998585	0.0230814	0.0159647	0.0149408	1.00318	130443	107092	9.91647	1.11356	0.122859	-12.72923	-12892.08	-12904.81
4998586	0.0230814	0.0159647	0.0148946	1.00318	130541	107092	9.84492	1.11356	0.123863	-11.91164	-12894.09	-12906
4998587	0.0230814	0.0161367	0.0148946	1.00308	130541	107092	9.9194	1.09205	0.123508	-11.73551	-12892.77	-12904.5
4998588	0.0230814	0.0161367	0.014857	1.00314	130541	107092	9.97508	1.09205	0.123508	-12.47635	-12892.85	-12905.33
4998589	0.0230814	0.0161367	0.0149105	1.00314	130541	107092	9.97508	1.12087	0.123508	-12.46972	-12892.66	-12905.13
4998590	0.0241834	0.0161367	0.0147446	1.00314	130420	107092	9.95848	1.12087	0.123718	-11.90071	-12888.27	-12900.18
4998591	0.0241834	0.016217	0.0147446	1.00313	130420	107092	9.95848	1.12087	0.123718	-12.37931	-12889.36	-12901.74
4998592	0.0241834	0.016217	0.0147436	1.00313	130420	107092	9.95848	1.12087	0.123718	-12.23723	-12890.22	-12902.46
4998593	0.0242589	0.016217	0.0147436	1.00313	130420	107056	9.95848	1.10085	0.123718	-11.75074	-12889	-12900.75
4998594	0.0242589	0.0161655	0.0147436	1.00313	130420	107056	9.85137	1.10085	0.123718	-13.26078	-12891.09	-12904.36
4998595	0.0242589	0.0161655	0.0147436	1.00313	130420	107056	9.85137	1.10085	0.123718	-14.20895	-12888.6	-12902.81
4998596	0.0242589	0.0161554	0.0147436	1.00319	130420	107056	9.90946	1.09867	0.123718	-15.40738	-12888.6	-12904.01
4998597	0.0242589	0.0161084	0.014898	1.00303	130420	107056	9.90946	1.09867	0.123718	-13.2229	-12889.31	-12902.54
4998598	0.0242589	0.016147	0.014898	1.00303	130420	107013	9.94004	1.09867	0.123718	-13.80247	-12889.36	-12903.16
4998599	0.0242589	0.016147	0.014898	1.00303	130420	107013	9.94004	1.11503	0.123718	-14.38874	-12888.83	-12903.21
4998600	0.025101	0.016147	0.014898	1.00303	130420	107035	9.96705	1.11503	0.123718	-14.36313	-12888.67	-12903.03
4998601	0.0233773	0.0161057	0.014898	1.00303	130420	107035	9.96705	1.11503	0.123343	-14.3391	-12889.11	-12903.45
4998602	0.0233773	0.0161057	0.0149065	1.00303	130420	107008	9.8611	1.1166	0.123343	-14.26827	-12890.43	-12904.69
4998603	0.0233773	0.0161079	0.0149065	1.00291	130420	107050	9.70155	1.1166	0.123343	-13.81444	-12892.96	-12906.77
4998604	0.0233773	0.0160698	0.0149065	1.00291	130446	107126	9.70155	1.1166	0.123924	-13.26071	-12892.86	-12906.12
4998605	0.0233773	0.016	0.0149816	1.00311	130446	106963	9.48098	1.1166	0.123924	-13.8069	-12895.53	-12909.34
4998606	0.0233773	0.0160302	0.0149816	1.00311	130446	106963	9.48098	1.1166	0.123924	-13.80663	-12895.45	-12909.25
4998607	0.0233773	0.0160302	0.0148601	1.00311	130446	106963	9.83344	1.1166	0.123924	-12.86979	-12891.93	-12904.8
4998608	0.0233773	0.0160078	0.0148601	1.00311	130319	107084	9.83344	1.1166	0.12376	-15.79932	-12890.14	-12905.94
4998609	0.0233773	0.0159097	0.0148601	1.00311	130506	107084	9.89591	1.1166	0.12376	-15.53938	-12890.95	-12906.49
4998610	0.0233773	0.0158882	0.0148601	1.00314	130389	107084	9.89591	1.1166	0.12376	-17.78767	-12889.4	-12907.19
4998611	0.0233773	0.0158882	0.0148802	1.00314	130389	107084	9.89591	1.1166	0.123407	-17.73319	-12888.99	-12906.72
4998612	0.0233773	0.0159318	0.0148802	1.00314	130389	107084	9.96311	1.11183	0.123407	-15.89299	-12888.63	-12904.52
4998613	0.0233773	0.0159364	0.0148802	1.00314	130389	107084	9.93093	1.11183	0.123407	-15.70783	-12889.22	-12904.93
4998614	0.0233773	0.0159221	0.0148802	1.00314	130389	107084	9.93093	1.11183	0.123004	-14.88945	-12889.6	-12904.49
4998615	0.0233773	0.0159622	0.0148802	1.00314	130400	107084	9.99581	1.11183	0.123004	-15.14195	-12887.94	-12903.09
4998616	0.0226968	0.0159622	0.014993	1.00303	130400	107084	9.99581	1.10535	0.123004	-14.49294	-12889.4	-12903.89
4998617	0.0226968	0.0159622	0.0149419	1.00298	130400	107083	9.99581	1.11861	0.123004	-13.10181	-12890.21	-12903.31
4998618	0.0224922	0.0159622	0.0149868	1.00298	130400	107083	9.99581	1.11861	0.123004	-12.84221	-12890.89	-12903.73
4998619	0.0224922	0.0160539	0.0149868	1.00298	130400	107083	9.99581	1.1111	0.123004	-12.60407	-12892.3	-12904.9
4998620	0.0224922	0.0160073	0.0149868	1.00298	130400	107083	9.99581	1.08962	0.123004	-12.27664	-12892.78	-12905.06
4998621	0.0228578	0.0160073	0.0149868	1.00298	130400	107083	9.99581	1.08962	0.123004	-12.27673	-12892.3	-12904.58
4998622	0.0228578	0.0160073	0.0149868	1.00304	130400	107083	9.99581	1.08962	0.123004	-12.4757	-12891.8	-12904.28
4998623	0.0228578	0.0160073	0.0149868	1.00304	130400	107083	9.99581	1.08962	0.123004	-12.47569	-12891.82	-12904.29
4998624	0.0228578	0.0160073	0.0148552	1.00304	130400	107083	9.99581	1.08962	0.123004	-11.99479	-12891.05	-12903.04
4998625	0.0228578	0.0160073	0.0148552	1.00304	130400	107083	9.94517	1.14803	0.123004	-13.13008	-12893.27	-12906.4
4998626	0.0228578	0.0160073	0.0148552	1.00304	130400	107083	9.94517	1.10813	0.123004	-12.93695	-12890.48	-12903.42
4998627	0.0228578	0.0160073	0.0148552	1.00323	130400	107083	9.94517	1.10813	0.123004	-13.50074	-12890.08	-12903.59
4998628	0.0228578	0.0160289	0.0148552	1.00323	130400	107083	9.94517	1.10813	0.123004	-13.50074	-12890.2	-12903.7
4998629	0.0228578	0.0160289	0.0148552	1.00301	130400	107083	9.94517	1.10813	0.123004	-12.50139	-12891.99	-12904.49
4998630	0.0228578	0.016168	0.0148552	1.00301	130400	107083	9.89268	1.10813	0.123004	-14.13843	-12892.55	-12906.69
4998631	0.0228578	0.016024	0.0150086	1.00295	130400	107083	9.89268	1.10813	0.123004	-13.91683	-12891.24	-12905.16
4998632	0.0228578	0.016024	0.0150086	1.00295	130400	107083	9.89268	1.10813	0.123004	-14.38638	-12892.3	-12906.69
4998633	0.0228578	0.016024	0.0150086	1.00295	130499	107201	9.89268	1.10813	0.123004	-16.42573	-12891.89	-12908.32
4998634	0.0228578	0.016024	0.0150086	1.00289	130499	107201	9.81504	1.10813	0.123004	-15.25852	-12892.42	-12907.68
4998635	0.0228578	0.016024	0.0149253	1.00289	130487	107201	9.81504	1.10813	0.123004	-14.11204	-12891.74	-12905.85
4998636	0.0228578	0.0160164	0.014911	1.00303	130487	107201	9.81504	1.09948	0.123004	-14.12548	-12891.95	-12906.08
4998637	0.0228578	0.0160304	0.0149907	1.00303	130487	107201	9.81504	1.09948	0.123004	-15.74134	-12892.78	-12908.52
4998638	0.0228578	0.0159894	0.0147462	1.00305	130487	107223	9.71117	1.12044	0.123004	-16.24033	-12891.92	-12908.16
4998639	0.0228578	0.0161386	0.0147462	1.00291	130455	107223	9.71117	1.12044	0.123004	-16.3529	-12890.93	-12907.28
4998640	0.0228578	0.0161386	0.0147462	1.00288	130455	107223	9.71117	1.12044	0.123004	-14.18133	-12891.93	-12906.12
4998641	0.0228578	0.0161386	0.0146669	1.00291	130455	107223	9.7779	1.12044	0.123004	-13.96903	-12892.38	-12906.35
4998642	0.0228578	0.0161386	0.0146669	1.00291	130310	107223	9.7779	1.11194	0.123004	-15.89762	-12891.18	-12907.08
4998643	0.0228578	0.0162582	0.0146669	1.0029	130385	107223	9.84978	1.11194	0.123004	-14.91756	-12890.86	-12905.78
4998644	0.024368	0.0162582	0.0146669	1.00306	130385	107223	9.84978	1.11194	0.122945	-15.37579	-12890.51	-12905.89
4998645	0.024368	0.0162582	0.0146669	1.00307	130385	107177	9.93926	1.11194	0.122945	-14.91662	-12889.48	-12904.4
4998646	0.024368	0.0161548	0.0146669	1.00307	130385	107177	9.95197	1.11194	0.122945	-13.73257	-12891.6	-12905.33
4998647	0.024368	0.0162277	0.0146669	1.00307	130385	107177	9.95197	1.11194	0.122945	-12.94837	-12891.7	-12904.65
4998648	0.024368	0.0162826	0.0146507	1.00307	130385	107177	9.98539	1.11194	0.122945	-12.58032	-12891.13	-12903.71
4998649	0.024368	0.0162826	0.0146507	1.00307	130471	107177	9.98539	1.11194	0.122945	-11.74822	-12890.99	-12902.73
4998650	0.024368	0.0162826	0.0146507	1.00307	130471	107177	9.98539	1.11194	0.122945	-11.74811	-12890.95	-12902.69
4998651	0.024368	0.0162826	0.0146507	1.00307	130471	107177	9.98539	1.09386	0.122945	-12.14302	-12890.11	-12902.25
4998652	0.0262001	0.0162826	0.0146507	1.00325	130471	107177	9.97573	1.09915	0.122945	-12.54403	-12893.34	-12905.88
4998653	0.0262001	0.0162355	0.0147416	1.00325	130471	107081	9.97573	1.09915	0.122945	-11.28183	-12893.88	-12905.16
4998654	0.0262001	0.016277	0.0147416	1.00332	130516	107081	9.97573	1.09578	0.122945	-12.13719	-12892.72	-12904.86
4998655	0.0262001	0.016277	0.0147416	1.00332	130632	107081	9.97573	1.09126	0.122945	-12.78594	-12892.91	-12905.7
4998656	0.0262001	0.016277	0.0147416	1.00329	130632	107081	9.97573	1.09126	0.122945	-12.45009	-12892.71	-12905.16
4998657	0.0262001	0.0161781	0.0147416	1.00344	130632	107081	9.98379	1.12499	0.122945	-13.09075	-12891.95	-12905.04
4998658	0.0239617	0.0161781	0.0147416	1.00344	130632	107081	9.98379	1.12499	0.122945	-12.88037	-12894.32	-12907.2
4998659	0.0239617	0.0161781	0.0147416	1.00344	130632	107081	9.98379	1.12499	0.122945	-12.10265	-12895.5	-12907.61
4998660	0.0241589	0.0161413	0.0147416	1.00344	130632	107081	9.98379	1.12499	0.122945	-12.11605	-12892.7	-12904.82
4998661	0.0241589	0.0162031	0.0145301	1.00344	130696	107081	9.98379	1.08487	0.122945	-13.26517	-12895.43	-12908.69
4998662	0.0241589	0.0161275	0.0148181	1.00324	130696	107081	9.98379	1.08424	0.122022	-15.13232	-12896.66	-12911.8
4998663	0.0241589	0.0161275	0.0148181	1.00324	130402	107075	9.98379	1.08424	0.123548	-15.02557	-12890.14	-12905.17
4998664	0.0241589	0.0158779	0.0148181	1.00324	130402	107075	9.98379	1.08424	0.123548	-14.49183	-12892.04	-12906.53
4998665	0.0241589	0.0158779	0.0148181	1.00324	130444	107075	9.98379	1.08424	0.123548	-13.91201	-12893.05	-12906.96
4998666	0.0241589	0.015885	0.014929	1.00338	130444	107075	9.98379	1.08424	0.123548	-14.36977	-12891.92	-12906.29
4998667	0.0241589	0.0158758	0.014929	1.00344	130444	107068	9.98379	1.10507	0.123548	-14.52315	-12891.09	-12905.61
4998668	0.0241589	0.0157544	0.0148891	1.00344	130444	107022	9.8551	1.10507	0.123548	-14.37042	-12891.34	-12905.71
4998669	0.0241589	0.0157863	0.0148891	1.00345	130508	107022	9.95679	1.10507	0.123548	-14.28866	-12891.45	-12905.74
4998670	0.0241589	0.0157863	0.0148891	1.00345	130508	107022	9.95679	1.12048	0.123548	-14.98956	-12891.39	-12906.38
4998671	0.0249783	0.0157863	0.0149953	1.00344	130508	107022	9.99366	1.12048	0.123548	-13.87232	-12890.83	-12904.71
4998672	0.0249783	0.0157863	0.0150444	1.00344	130508	107022	9.99366	1.1105	0.123548	-13.90931	-12891.07	-12904.98
4998673	0.0249783	0.0158003	0.0149585	1.00344	130514	107022	9.99366	1.1105	0.123677	-15.88203	-12891.05	-12906.94
4998674	0.0253458	0.0158003	0.0149594	1.00344	130514	107035	9.99366	1.1105	0.123677	-16.122	-12891.47	-12907.59
4998675	0.0248771	0.0158003	0.0151158	1.00344	130514	107035	9.99366	1.1105	0.123677	-13.67887	-12891.19	-12904.86
4998676	0.0248771	0.0158003	0.0151158	1.00344	130514	107035	9.99366	1.1105	0.123677	-13.67913	-12893.36	-12907.04
4998677	0.0248771	0.0158003	0.0151158	1.00344	130514	107035	9.99366	1.1105	0.123677	-14.24524	-12890.27	-12904.52
4998678	0.0248771	0.0158003	0.0151158	1.00358	130514	107035	9.90341	1.13447	0.123677	-14.81153	-12892.88	-12907.69
4998679	0.0248771	0.0156971	0.0151158	1.00358	130514	107035	9.90341	1.11922	0.123677	-14.07379	-12892.8	-12906.87
4998680	0.0245894	0.0156971	0.0151158	1.00358	130514	107035	9.90341	1.11922	0.123677	-14.2048	-12892.36	-12906.56
4998681	0.0245894	0.0157647	0.0151158	1.00329	130514	107035	9.90341	1.10039	0.123677	-13.46275	-12895.08	-12908.55
4998682	0.0227286	0.0157644	0.0149201	1.00329	130514	107035	9.82352	1.10039	0.123677	-13.81369	-12894.31	-12908.12
4998683	0.0227286	0.0159113	0.0149201	1.00329	130514	107035	9.82352	1.10039	0.12442	-13.81309	-12893.5	-12907.31
4998684	0.0247001	0.0159113	0.0149201	1.00326	130514	107035	9.82167	1.10039	0.12442	-12.22452	-12895.92	-12908.15
4998685	0.0247001	0.0159992	0.0149201	1.00324	130514	107035	9.82167	1.10039	0.124062	-13.73928	-12894.54	-12908.28
4998686	0.0247001	0.0159338	0.0150004	1.00324	130514	107035	9.82167	1.10039	0.124141	-12.60922	-12894.34	-12906.95
4998687	0.0247001	0.0159338	0.0150004	1.00324	130486	107035	9.82167	1.12758	0.124141	-12.64702	-12893.98	-12906.62
4998688	0.0247001	0.0159338	0.0149563	1.00324	130486	107035	9.95396	1.12758	0.124141	-13.82371	-12891.26	-12905.09
4998689	0.0247001	0.0159338	0.0149563	1.00338	130486	107035	9.84986	1.12758	0.124141	-13.85716	-12894	-12907.86
4998690	0.0247001	0.0159338	0.0149563	1.00338	130486	107035	9.95897	1.12758	0.124141	-14.6394	-12891.54	-12906.17
4998691	0.0247001	0.0159338	0.0149563	1.00328	130486	107035	9.95897	1.10659	0.122348	-14.36222	-12891.18	-12905.54
4998692	0.0247001	0.0159938	0.0149563	1.00328	130486	107035	9.95897	1.10659	0.122348	-14.71962	-12889.69	-12904.41
4998693	0.0247001	0.0159938	0.0149563	1.00328	130486	107035	9.95897	1.09887	0.122348	-14.83994	-12892.22	-12907.06
4998694	0.0245012	0.0159938	0.0149563	1.00317	130486	107035	9.97475	1.10444	0.123071	-14.10425	-12892.13	-12906.24
4998695	0.0245012	0.0159938	0.0149563	1.00317	130486	107035	9.95681	1.09396	0.122537	-12.11246	-12893.19	-12905.31
4998696	0.0245012	0.015941	0.0151045	1.00322	130486	107114	9.95681	1.09396	0.122537	-12.52268	-12892.29	-12904.81
4998697	0.0245012	0.015941	0.0151045	1.00322	130418	106907	9.93665	1.08836	0.122537	-13.37512	-12894.83	-12908.2
4998698	0.0245012	0.0159023	0.0150745	1.00322	130418	106907	9.39218	1.08836	0.122537	-13.04508	-12901.11	-12914.16
4998699	0.0245012	0.0160138	0.0150745	1.00322	130418	106907	9.39218	1.10381	0.122537	-13.61097	-12899.81	-12913.42
4998700	0.0245012	0.0160138	0.0150745	1.00306	130418	106971	9.76882	1.11027	0.122537	-12.91996	-12896.26	-12909.18
4998701	0.0245012	0.0161366	0.0150745	1.00324	130418	106971	9.76882	1.11027	0.122537	-12.78202	-12897.64	-12910.43
4998702	0.0245012	0.0161034	0.0151442	1.00324	130418	106971	9.96103	1.11027	0.122537	-11.73721	-12893.95	-12905.69
4998703	0.0250348	0.0161034	0.0151442	1.00308	130418	107148	9.96103	1.11027	0.122537	-11.73852	-12890.58	-12902.32
4998704	0.0251245	0.0161034	0.0151442	1.00308	130418	107148	9.96103	1.11027	0.122537	-11.74039	-12890.43	-12902.17
4998705	0.0251245	0.0161034	0.0150534	1.00308	130418	107148	9.96103	1.11027	0.122537	-11.97615	-12890.26	-12902.24
4998706	0.0251245	0.016041	0.0151552	1.00308	130418	107148	9.96103	1.11027	0.122537	-12.01222	-12890	-12902.01
4998707	0.0251245	0.0160427	0.0151552	1.00308	130418	107148	9.94589	1.11027	0.122537	-14.02692	-12889.63	-12903.66
4998708	0.0251245	0.0160427	0.0151552	1.00308	130418	107057	9.67194	1.11027	0.122537	-14.62899	-12892.23	-12906.86
4998709	0.0251245	0.0161199	0.0151552	1.00308	130418	107101	9.80952	1.11027	0.122537	-15.2362	-12892.55	-12907.78
4998710	0.0254024	0.0161199	0.0151552	1.00308	130418	107101	9.9584	1.11027	0.122537	-15.58842	-12893.31	-12908.9
4998711	0.0240565	0.0161199	0.0149982	1.00308	130418	107101	9.9584	1.11027	0.122537	-17.68225	-12889.58	-12907.27
4998712	0.0240565	0.0161199	0.0149982	1.00299	130418	107101	9.98751	1.11027	0.122537	-15.51255	-12890.8	-12906.31
4998713	0.0240565	0.0161076	0.0149769	1.00298	130418	107101	9.98751	1.11027	0.122537	-15.48603	-12890.22	-12905.71
4998714	0.0240565	0.0161076	0.0149769	1.00298	130418	107101	9.98751	1.09785	0.122537	-15.34776	-12890.78	-12906.13
4998715	0.0240565	0.0161076	0.0151026	1.00303	130418	107101	9.98751	1.09785	0.122537	-15.46356	-12890.11	-12905.58
4998716	0.0240565	0.0161076	0.0150996	1.00303	130418	107101	9.98751	1.09785	0.122537	-12.4864	-12891.86	-12904.35
4998717	0.0240565	0.0161214	0.0150771	1.00302	130393	107083	9.98751	1.09602	0.122537	-13.61569	-12893.75	-12907.36
4998718	0.0240565	0.0161568	0.0150771	1.00302	130393	106905	9.98751	1.11165	0.122537	-13.36987	-12895.46	-12908.83
4998719	0.0240565	0.0161568	0.0150771	1.00295	130393	106905	9.98751	1.11165	0.122537	-13.17074	-12895.99	-12909.16
4998720	0.0240565	0.0161876	0.0150771	1.00295	130393	106905	9.98751	1.12449	0.122651	-13.16977	-12893.79	-12906.96
4998721	0.0240565	0.0161876	0.0150771	1.00295	130393	106905	9.98751	1.12449	0.122651	-13.16981	-12894.04	-12907.21
4998722	0.0240565	0.0161876	0.0150771	1.00295	130393	106905	9.84399	1.09902	0.122651	-13.74729	-12895.92	-12909.67
4998723	0.0240565	0.016119	0.0150771	1.00295	130393	106905	9.82454	1.09902	0.122651	-13.58209	-12893.76	-12907.34
4998724	0.0240565	0.016119	0.0150771	1.00295	130393	106905	9.97527	1.13538	0.122651	-15.92842	-12893.16	-12909.09
4998725	0.0240565	0.016119	0.0150177	1.00295	130393	106947	9.97527	1.11312	0.122651	-14.02827	-12893.17	-12907.2
4998726	0.0240565	0.016119	0.0150177	1.00301	130346	106947	9.97527	1.15219	0.122651	-13.56933	-12894.58	-12908.15
4998727	0.0240565	0.016138	0.0149839	1.00301	130346	106947	9.97527	1.0854	0.122708	-13.46171	-12892.19	-12905.66
4998728	0.0240565	0.016138	0.0150384	1.00301	130346	106947	9.97527	1.0854	0.122708	-13.33899	-12891.56	-12904.9
4998729	0.0251644	0.016138	0.0150299	1.00289	130346	106947	9.97527	1.0854	0.122708	-12.85288	-12895.88	-12908.73
4998730	0.0251644	0.0164006	0.0150299	1.00291	130346	106947	9.97527	1.07879	0.12294	-12.68172	-12895.37	-12908.05
4998731	0.0251644	0.0163399	0.0148013	1.00291	130428	106947	9.97527	1.09018	0.12294	-11.61889	-12891.54	-12903.16
4998732	0.0255887	0.0163399	0.0149332	1.00291	130428	106947	9.97527	1.09018	0.12294	-12.09173	-12892.49	-12904.58
4998733	0.0255887	0.0162739	0.0149332	1.00316	130428	106947	9.97527	1.09018	0.12294	-13.69873	-12891.34	-12905.04
4998734	0.0255887	0.0162244	0.0149332	1.00316	130428	107081	9.97527	1.09018	0.12294	-13.4577	-12890.98	-12904.44
4998735	0.0255887	0.0162244	0.0148005	1.00321	130428	107081	9.97527	1.09018	0.12294	-13.84074	-12889.54	-12903.38
4998736	0.0255887	0.0160815	0.0148005	1.00321	130296	107068	9.96106	1.09018	0.12294	-15.5545	-12889.35	-12904.9
4998737	0.0255887	0.0160815	0.0148005	1.00321	130444	107068	9.96106	1.08928	0.123033	-12.10574	-12890.62	-12902.73
4998738	0.0255887	0.0160631	0.0148005	1.00321	130295	107068	9.96106	1.08928	0.122752	-15.38607	-12891.04	-12906.43
4998739	0.0255887	0.0160631	0.0148005	1.00318	130295	107068	9.96106	1.08928	0.122752	-13.77229	-12892.63	-12906.4
